# MANUALLY MANAGED - the admitted retail data census: one row per datum
# START (rva) in .rdata/.data/.bss plus its structural kind. No sizes and
# no names: a row's extent is DERIVED to the next row within its section
# (the last .rdata row ends at 0x208000; .data rows end at the raw/.bss
# boundary 0x229400; .bss rows at the virtual end 0x2c27ac). Names and
# ownership come from the providers: DATA()/DATA_COMPGEN claims in src/,
# data_vtables.tsv, data_static_libs.tsv, data_zlib.tsv, data_compgen.tsv,
# and the build-time ??_C@/$T oracles (strings and FP pools stay row-less
# in config - their names are re-proven from the base objs every build).
# kind: (empty) datum | string (pooled literal) | fppool ($T FP constant) |
# vtable (??_7) | rtti (??_R records) | ehtable (/GX FuncInfo+maps) |
# guard (??_B) | common (header-inline static COMMON) | copy (per-TU
# header-static copy) | pad (zero fill / alignment).
# Initially assembled from the delink data manifest + the derived residue
# partition; boundary corrections are edited here. The build never
# regenerates this file (gruntz.audit.data_denominator --check re-proves
# kinds and tiling against the image every build).
rva	kind
0x1e7fc4	vtable
0x1e8004	pad
0x1e801c	vtable
0x1e805c	pad
0x1e8074	vtable
0x1e80b4	pad
0x1e80cc	vtable
0x1e810c	pad
0x1e8124	vtable
0x1e8164	pad
0x1e817c	vtable
0x1e81bc	pad
0x1e81d4	vtable
0x1e8214	pad
0x1e822c	vtable
0x1e826c	pad
0x1e8284	vtable
0x1e82c4	pad
0x1e82dc	vtable
0x1e831c	pad
0x1e8334	vtable
0x1e8374	pad
0x1e838c	vtable
0x1e83cc	pad
0x1e83e4	vtable
0x1e8424	pad
0x1e843c	vtable
0x1e847c	pad
0x1e8494	vtable
0x1e84d4	pad
0x1e84ec	vtable
0x1e852c	pad
0x1e8544	vtable
0x1e8584	pad
0x1e859c	vtable
0x1e85dc	pad
0x1e85f4	vtable
0x1e8634	pad
0x1e864c	vtable
0x1e868c	pad
0x1e86a4	vtable
0x1e86e4	pad
0x1e86fc	vtable
0x1e873c	pad
0x1e8754	vtable
0x1e8798	pad
0x1e87ac	vtable
0x1e87f0	pad
0x1e8804	vtable
0x1e8844	pad
0x1e885c	vtable
0x1e889c	pad
0x1e88b0	
0x1e88b8	
0x1e8b28	pad
0x1e8bac	vtable
0x1e8c84	pad
0x1e8cb4	vtable
0x1e8cc8	pad
0x1e8cd4	vtable
0x1e8ce8	pad
0x1e8cf4	vtable
0x1e8d08	pad
0x1e8d10	
0x1e8d18	
0x1e8d78	pad
0x1e8d94	vtable
0x1e8e6c	pad
0x1e8e98	
0x1e8ea0	
0x1e8ed0	pad
0x1e8ee4	vtable
0x1e8fbc	pad
0x1e8fe8	
0x1e9068	
0x1e9078	
0x1e9098	
0x1e90b8	
0x1e90d8	
0x1e90f8	
0x1e9118	
0x1e9138	
0x1e9158	
0x1e9178	
0x1e91b8	
0x1e91f8	
0x1e9238	
0x1e9278	
0x1e92b8	
0x1e92f8	
0x1e9338	
0x1e93a8	
0x1e93ad	pad
0x1e93b0	
0x1e93b4	
0x1e93b8	
0x1e93c0	
0x1e93c8	
0x1e93d0	pad
0x1e949c	vtable
0x1e94a0	pad
0x1e94ac	vtable
0x1e94b0	pad
0x1e94b8	
0x1e94c0	
0x1e94f0	pad
0x1e9504	vtable
0x1e95dc	pad
0x1e9608	
0x1e9628	pad
0x1e9634	vtable
0x1e9660	pad
0x1e9674	vtable
0x1e96a0	pad
0x1e96b4	vtable
0x1e96e0	pad
0x1e96ec	
0x1e96f0	
0x1e96f8	
0x1e9700	
0x1e9708	
0x1e9710	pad
0x1e971c	vtable
0x1e9730	pad
0x1e9738	
0x1e9740	fppool
0x1e9748	fppool
0x1e9750	
0x1e9758	
0x1e9760	
0x1e9768	
0x1e9770	fppool
0x1e9774	fppool
0x1e9778	pad
0x1e9788	
0x1e9999	pad
0x1e999c	
0x1e99a0	
0x1e99a4	
0x1e99a8	
0x1e99b0	
0x1e99b8	pad
0x1e9a28	fppool
0x1e9a30	fppool
0x1e9a38	fppool
0x1e9a40	fppool
0x1e9a48	
0x1e9a50	
0x1e9a58	fppool
0x1e9a60	fppool
0x1e9a68	
0x1e9a70	fppool
0x1e9a78	fppool
0x1e9a80	pad
0x1e9a98	fppool
0x1e9aa0	fppool
0x1e9aa8	pad
0x1e9ab4	vtable
0x1e9af8	pad
0x1e9b0c	vtable
0x1e9b50	pad
0x1e9b64	vtable
0x1e9b7c	pad
0x1e9b8c	vtable
0x1e9ba4	pad
0x1e9bb4	vtable
0x1e9bcc	pad
0x1e9bdc	vtable
0x1e9c44	pad
0x1e9c64	vtable
0x1e9ccc	pad
0x1e9cec	vtable
0x1e9d54	pad
0x1e9d74	vtable
0x1e9ddc	pad
0x1e9dfc	vtable
0x1e9e64	pad
0x1e9e84	vtable
0x1e9eec	pad
0x1e9f0c	vtable
0x1e9fb8	pad
0x1e9fe4	vtable
0x1ea090	pad
0x1ea0bc	vtable
0x1ea168	pad
0x1ea194	vtable
0x1ea1fc	pad
0x1ea21c	vtable
0x1ea284	pad
0x1ea2a4	vtable
0x1ea2b8	pad
0x1ea2bc	fppool
0x1ea2c0	fppool
0x1ea2c4	fppool
0x1ea2c8	pad
0x1ea2d4	vtable
0x1ea32c	pad
0x1ea344	vtable
0x1ea39c	pad
0x1ea3b4	vtable
0x1ea3cc	pad
0x1ea3d4	
0x1ea3d8	
0x1ea3dc	pad
0x1ea3e0	
0x1ea3e8	
0x1ea3f0	
0x1ea3f8	
0x1ea400	fppool
0x1ea408	fppool
0x1ea410	fppool
0x1ea418	pad
0x1ea42c	vtable
0x1ea440	pad
0x1ea448	
0x1ea450	
0x1ea468	pad
0x1ea474	vtable
0x1ea54c	pad
0x1ea578	
0x1ea580	
0x1ea850	pad
0x1ea8ec	vtable
0x1ea9c4	pad
0x1ea9f0	
0x1ea9f8	fppool
0x1eaa00	
0x1eaa08	pad
0x1eaa10	fppool
0x1eaa18	fppool
0x1eaa1c	fppool
0x1eaa20	pad
0x1eaa2c	vtable
0x1eaa74	pad
0x1eaa88	
0x1eaa90	fppool
0x1eaa98	fppool
0x1eaaa0	fppool
0x1eaaa8	fppool
0x1eaab0	fppool
0x1eaab8	fppool
0x1eaac0	fppool
0x1eaac8	fppool
0x1eaad0	fppool
0x1eaad8	
0x1eaae0	
0x1eaae8	
0x1eaaf0	
0x1eaaf8	
0x1eab00	
0x1eab08	pad
0x1eab28	fppool
0x1eab2c	fppool
0x1eab30	fppool
0x1eab38	pad
0x1eab3c	fppool
0x1eab40	
0x1eab44	pad
0x1eab4c	vtable
0x1eab7c	pad
0x1eab8c	vtable
0x1eabb8	pad
0x1eabcc	vtable
0x1eabf8	pad
0x1eac0c	vtable
0x1eac3c	pad
0x1eac4c	vtable
0x1eac80	pad
0x1eac94	vtable
0x1eacd0	pad
0x1eace4	vtable
0x1ead10	pad
0x1ead24	vtable
0x1ead58	pad
0x1ead6c	vtable
0x1eada8	pad
0x1eadbc	vtable
0x1eade8	pad
0x1eadfc	vtable
0x1eae2c	pad
0x1eae3c	vtable
0x1eae68	pad
0x1eae78	fppool
0x1eae80	pad
0x1eae8c	vtable
0x1eae9c	pad
0x1eaea4	vtable
0x1eaea8	pad
0x1eaeb4	vtable
0x1eaec4	pad
0x1eaecc	vtable
0x1eaedc	pad
0x1eaee4	vtable
0x1eaee8	pad
0x1eaef4	vtable
0x1eaef8	pad
0x1eaf04	vtable
0x1eaf08	pad
0x1eaf14	vtable
0x1eaf18	pad
0x1eaf24	vtable
0x1eaf34	pad
0x1eaf3c	vtable
0x1eaf4c	pad
0x1eaf54	vtable
0x1eaf64	pad
0x1eaf6c	vtable
0x1eafac	pad
0x1eafbc	
0x1eafc0	rtti
0x1eafd4	vtable
0x1eb000	rtti
0x1eb014	vtable
0x1eb040	rtti
0x1eb054	vtable
0x1eb068	
0x1eb070	
0x1eb148	
0x1eb168	rtti
0x1eb174	vtable
0x1eb2e0	
0x1eb2e8	
0x1eb588	
0x1eb5a8	rtti
0x1eb5c4	vtable
0x1eb69c	rtti
0x1eb6ac	vtable
0x1eb6c4	vtable
0x1eb6c8	
0x1eb6d0	
0x1eb6e8	
0x1eb758	
0x1eb768	
0x1eb7c0	rtti
0x1eb7d4	vtable
0x1eb834	vtable
0x1eba18	rtti
0x1eba34	vtable
0x1ebab4	vtable
0x1ebb34	vtable
0x1ebbb4	vtable
0x1ebc34	vtable
0x1ebc4c	vtable
0x1ebc6c	vtable
0x1ebd54	rtti
0x1ebd64	vtable
0x1ebe24	rtti
0x1ebe34	vtable
0x1ebef8	rtti
0x1ebf04	vtable
0x1ebfdc	rtti
0x1ebfec	vtable
0x1ec0bc	rtti
0x1ec0cc	vtable
0x1ec18c	rtti
0x1ec19c	vtable
0x1ec264	vtable
0x1ec26c	vtable
0x1ec274	vtable
0x1ec27c	vtable
0x1ec284	vtable
0x1ec288	rtti
0x1ec29c	vtable
0x1ec2c8	rtti
0x1ec2dc	vtable
0x1ec5d4	rtti
0x1ec5ec	vtable
0x1ec6d8	rtti
0x1ec6ec	vtable
0x1ec7ac	rtti
0x1ec7c4	vtable
0x1ec888	rtti
0x1ec89c	vtable
0x1ec960	rtti
0x1ec974	vtable
0x1eca34	rtti
0x1eca4c	vtable
0x1ecb0c	rtti
0x1ecb24	vtable
0x1ecbe4	rtti
0x1ecbfc	vtable
0x1eccbc	rtti
0x1ecccc	vtable
0x1ecd90	rtti
0x1ecda4	vtable
0x1ece64	rtti
0x1ece7c	vtable
0x1ecf40	rtti
0x1ecf54	vtable
0x1ed01c	vtable
0x1ed0e4	vtable
0x1ed0f8	
0x1ed108	
0x1ed118	
0x1ed138	rtti
0x1ed15c	vtable
0x1ed1bc	vtable
0x1ed1d8	
0x1ed250	rtti
0x1ed264	vtable
0x1ed278	rtti
0x1ed28c	vtable
0x1ed348	rtti
0x1ed36c	vtable
0x1ed374	vtable
0x1ed41c	vtable
0x1ed480	rtti
0x1ed494	vtable
0x1ed4a8	rtti
0x1ed4b4	vtable
0x1ed4dc	vtable
0x1ed500	rtti
0x1ed518	
0x1ed574	rtti
0x1ed584	vtable
0x1ed5a4	vtable
0x1ed5c4	vtable
0x1ed608	rtti
0x1ed61c	vtable
0x1ed6a4	vtable
0x1ed6b0	rtti
0x1ed6ec	vtable
0x1ed700	rtti
0x1ed724	vtable
0x1ed740	
0x1ed834	rtti
0x1ed854	vtable
0x1ed968	
0x1ed978	
0x1ed988	rtti
0x1ed98c	vtable
0x1eda08	rtti
0x1eda24	vtable
0x1eda40	rtti
0x1eda54	vtable
0x1edef8	rtti
0x1edf0c	vtable
0x1ee1ac	rtti
0x1ee1c4	vtable
0x1ee2dc	vtable
0x1ee470	rtti
0x1ee484	vtable
0x1ee53c	
0x1ee544	rtti
0x1ee54c	vtable
0x1ee5ac	vtable
0x1ee5b0	
0x1ee624	ehtable
0x1ee644	
0x1ee8ec	
0x1ee8ee	
0x1ef3d8	
0x1ef3e8	
0x1ef3f8	
0x1ef408	
0x1ef418	
0x1ef428	
0x1ef438	
0x1ef448	
0x1ef458	
0x1ef468	
0x1ef478	
0x1ef488	
0x1ef498	
0x1ef4a8	
0x1ef4b8	
0x1ef4c8	
0x1ef4d8	
0x1ef4e8	
0x1ef4f8	
0x1ef508	
0x1ef518	
0x1ef528	
0x1ef538	
0x1ef548	
0x1ef558	
0x1ef568	
0x1ef578	
0x1ef588	
0x1ef598	
0x1ef5a8	
0x1ef5b8	
0x1ef5c8	
0x1ef5d8	
0x1ef5e8	
0x1ef5f8	
0x1ef608	
0x1ef618	
0x1ef628	vtable
0x1ef640	vtable
0x1ef658	vtable
0x1ef670	vtable
0x1ef680	vtable
0x1ef698	
0x1ef6a0	
0x1ef6a8	
0x1ef6b0	
0x1ef6b8	vtable
0x1ef6bc	vtable
0x1ef6c0	vtable
0x1ef6c4	vtable
0x1ef6c8	vtable
0x1ef6d0	vtable
0x1ef6d8	vtable
0x1ef6dc	
0x1ef6e0	vtable
0x1ef6ec	vtable
0x1ef6f0	vtable
0x1ef6fc	
0x1ef700	vtable
0x1ef740	vtable
0x1ef744	vtable
0x1ef748	vtable
0x1ef74c	
0x1ef750	vtable
0x1ef75c	vtable
0x1ef760	vtable
0x1ef764	
0x1ef768	vtable
0x1ef788	vtable
0x1ef7a8	vtable
0x1ef7c8	vtable
0x1ef7cc	
0x1ef7d0	vtable
0x1ef7f0	vtable
0x1ef814	
0x1ef818	
0x1ef828	
0x1ef838	
0x1ef848	
0x1ef858	
0x1ef868	
0x1ef878	
0x1ef888	
0x1ef898	
0x1ef8a8	
0x1ef8b8	
0x1ef8c8	
0x1ef8d8	
0x1ef8e8	
0x1ef8f8	
0x1ef908	
0x1ef918	
0x1ef928	
0x1ef938	
0x1ef948	
0x1ef958	
0x1ef968	
0x1ef978	
0x1ef988	
0x1ef998	
0x1ef9a8	
0x1ef9b8	
0x1ef9c8	
0x1ef9d8	
0x1ef9e8	
0x1ef9f8	
0x1efa08	
0x1efa18	
0x1efa28	
0x1efa38	
0x1efa48	
0x1efa58	vtable
0x1efa88	vtable
0x1efab4	
0x1efab8	vtable
0x1efae4	
0x1efae8	vtable
0x1efb10	
0x1efb14	
0x1efb18	
0x1efb1c	
0x1efb20	
0x1efb24	
0x1efb28	vtable
0x1efb3c	
0x1efb40	
0x1efb44	
0x1efb48	
0x1efb4c	
0x1efb50	
0x1efb54	
0x1efb58	
0x1efb5c	
0x1efb60	fppool
0x1efb68	fppool
0x1efb6c	fppool
0x1efb70	fppool
0x1efb74	fppool
0x1efb78	fppool
0x1efb7c	
0x1efb80	vtable
0x1efba8	vtable
0x1efbbc	
0x1efbc0	vtable
0x1efbe8	vtable
0x1efc2c	
0x1efc30	vtable
0x1efc54	
0x1efc58	vtable
0x1efc78	vtable
0x1efc9c	
0x1efca0	vtable
0x1efcc4	
0x1efcc8	vtable
0x1efcfc	
0x1efd00	vtable
0x1efd28	vtable
0x1efd84	
0x1efd88	vtable
0x1efdc0	vtable
0x1efe04	
0x1efe08	vtable
0x1efe30	vtable
0x1efe64	
0x1efe68	vtable
0x1efe9c	
0x1efea0	vtable
0x1efed0	vtable
0x1eff08	vtable
0x1eff2c	
0x1eff30	vtable
0x1eff6c	
0x1eff70	vtable
0x1eff9c	
0x1effa0	vtable
0x1effcc	
0x1effd0	vtable
0x1f001c	
0x1f0020	vtable
0x1f0060	vtable
0x1f00a4	
0x1f00a8	vtable
0x1f00e8	vtable
0x1f0128	vtable
0x1f014c	
0x1f0150	vtable
0x1f0198	vtable
0x1f01e0	vtable
0x1f0228	vtable
0x1f0270	vtable
0x1f02a0	fppool
0x1f02a4	fppool
0x1f02a8	vtable
0x1f02bc	
0x1f02c0	vtable
0x1f02d4	
0x1f02d8	vtable
0x1f0310	vtable
0x1f0328	vtable
0x1f0340	rtti
0x1f0344	vtable
0x1f0374	vtable
0x1f0378	rtti
0x1f0384	vtable
0x1f0388	rtti
0x1f0394	vtable
0x1f03b0	rtti
0x1f03bc	vtable
0x1f03c4	vtable
0x1f03c8	rtti
0x1f03d4	vtable
0x1f03e0	
0x1f03e4	
0x1f03f4	rtti
0x1f03fc	vtable
0x1f042c	vtable
0x1f045c	vtable
0x1f0460	rtti
0x1f046c	vtable
0x1f0470	rtti
0x1f047c	vtable
0x1f0480	rtti
0x1f048c	vtable
0x1f0490	rtti
0x1f049c	vtable
0x1f04b0	
0x1f04b8	
0x1f04c0	
0x1f04c8	vtable
0x1f04cc	vtable
0x1f04d0	vtable
0x1f04d4	vtable
0x1f04d8	vtable
0x1f04dc	vtable
0x1f04e0	vtable
0x1f04e4	vtable
0x1f04e8	
0x1f04ec	
0x1f04f0	
0x1f04f8	
0x1f0500	
0x1f0508	
0x1f0510	vtable
0x1f0514	vtable
0x1f0518	vtable
0x1f051c	vtable
0x1f0520	
0x1f0524	
0x1f0528	
0x1f0530	
0x1f0538	
0x1f0548	
0x1f0558	
0x1f0568	
0x1f0578	
0x1f0588	
0x1f0598	
0x1f05a8	
0x1f05b8	
0x1f05c8	
0x1f05d8	
0x1f05e8	
0x1f05f8	
0x1f0608	
0x1f0618	
0x1f0628	
0x1f0638	
0x1f0648	
0x1f0658	
0x1f0668	
0x1f0678	
0x1f0688	
0x1f0698	
0x1f06a8	
0x1f06b8	
0x1f06c8	
0x1f06d8	
0x1f06e8	
0x1f06f8	
0x1f0708	
0x1f0718	
0x1f0728	
0x1f0738	
0x1f0748	vtable
0x1f075c	
0x1f0760	vtable
0x1f0774	
0x1f0778	vtable
0x1f078c	
0x1f0790	vtable
0x1f07a4	
0x1f07a8	vtable
0x1f07bc	
0x1f07c0	vtable
0x1f07d4	
0x1f07d8	vtable
0x1f07ec	
0x1f07f0	
0x1f07f4	
0x1f07f8	vtable
0x1f080c	
0x1f0810	vtable
0x1f0824	
0x1f0828	
0x1f082c	
0x1f0830	
0x1f0838	
0x1f0840	
0x1f0844	
0x1f0848	vtable
0x1f085c	
0x1f0860	
0x1f0864	
0x1f0868	copy
0x1f0870	vtable
0x1f0884	
0x1f0888	
0x1f0890	vtable
0x1f08a4	
0x1f08a8	fppool
0x1f08b0	fppool
0x1f08b8	fppool
0x1f08c0	vtable
0x1f08f8	vtable
0x1f0934	
0x1f0950	rtti
0x1f0964	vtable
0x1f09d4	rtti
0x1f09ec	vtable
0x1f0ab0	fppool
0x1f0ab8	
0x1f0ac8	rtti
0x1f0ad4	vtable
0x1f1f20	rtti
0x1f1f38	rtti
0x1f1f40	rtti
0x1f1f58	rtti
0x1f1f60	rtti
0x1f1f71	rtti
0x1f1f78	rtti
0x1f1f88	rtti
0x1f1f90	rtti
0x1f1fa4	rtti
0x1f1fa8	rtti
0x1f1fc0	rtti
0x1f1fc8	rtti
0x1f1fd1	rtti
0x1f1fd8	rtti
0x1f1fe8	rtti
0x1f1ff0	rtti
0x1f2004	rtti
0x1f2008	rtti
0x1f2020	rtti
0x1f2024	rtti
0x1f2029	rtti
0x1f2030	rtti
0x1f2040	rtti
0x1f2048	rtti
0x1f205c	rtti
0x1f2060	rtti
0x1f2078	rtti
0x1f2080	rtti
0x1f2098	rtti
0x1f20a0	rtti
0x1f20b8	rtti
0x1f20c0	rtti
0x1f20d8	rtti
0x1f20e0	rtti
0x1f20f1	rtti
0x1f20f8	rtti
0x1f2108	rtti
0x1f2110	rtti
0x1f2124	rtti
0x1f2128	rtti
0x1f2140	rtti
0x1f2148	rtti
0x1f2151	rtti
0x1f2158	rtti
0x1f2168	rtti
0x1f2170	rtti
0x1f2184	rtti
0x1f2188	rtti
0x1f21a0	rtti
0x1f21a8	rtti
0x1f21b5	rtti
0x1f21b8	rtti
0x1f21c8	rtti
0x1f21d0	rtti
0x1f21e4	rtti
0x1f21e8	rtti
0x1f2200	rtti
0x1f2208	rtti
0x1f2215	rtti
0x1f2218	rtti
0x1f2228	rtti
0x1f2230	rtti
0x1f2244	rtti
0x1f2248	rtti
0x1f2260	rtti
0x1f2268	rtti
0x1f2279	rtti
0x1f2280	rtti
0x1f2290	rtti
0x1f2298	rtti
0x1f22ac	rtti
0x1f22b0	rtti
0x1f22c8	rtti
0x1f22d0	rtti
0x1f22e1	rtti
0x1f22e8	rtti
0x1f22f8	rtti
0x1f2300	rtti
0x1f2314	rtti
0x1f2318	rtti
0x1f2330	rtti
0x1f2338	rtti
0x1f2349	rtti
0x1f2350	rtti
0x1f2360	rtti
0x1f2368	rtti
0x1f237c	rtti
0x1f2380	rtti
0x1f2398	rtti
0x1f23a0	rtti
0x1f23b1	rtti
0x1f23b8	rtti
0x1f23c8	rtti
0x1f23d0	rtti
0x1f23e4	rtti
0x1f23e8	rtti
0x1f2400	rtti
0x1f2408	rtti
0x1f241d	rtti
0x1f2428	rtti
0x1f2438	rtti
0x1f2440	rtti
0x1f2454	rtti
0x1f2458	rtti
0x1f2470	rtti
0x1f2478	rtti
0x1f2489	rtti
0x1f2490	rtti
0x1f24a0	rtti
0x1f24a8	rtti
0x1f24bc	rtti
0x1f24c0	rtti
0x1f24d8	rtti
0x1f24e0	rtti
0x1f24f1	rtti
0x1f24f8	rtti
0x1f2508	rtti
0x1f2510	rtti
0x1f2524	rtti
0x1f2528	rtti
0x1f2540	rtti
0x1f2548	rtti
0x1f2559	rtti
0x1f2560	rtti
0x1f2570	rtti
0x1f2578	rtti
0x1f258c	rtti
0x1f2590	rtti
0x1f25a8	rtti
0x1f25b0	rtti
0x1f25c1	rtti
0x1f25c8	rtti
0x1f25d8	rtti
0x1f25e0	rtti
0x1f25f4	rtti
0x1f25f8	rtti
0x1f2610	rtti
0x1f2618	rtti
0x1f2629	rtti
0x1f2630	rtti
0x1f2640	rtti
0x1f2648	rtti
0x1f265c	rtti
0x1f2660	rtti
0x1f2678	rtti
0x1f2680	rtti
0x1f2695	rtti
0x1f26a0	rtti
0x1f26b0	rtti
0x1f26b8	rtti
0x1f26cc	rtti
0x1f26d0	rtti
0x1f26e8	rtti
0x1f26f0	rtti
0x1f2701	rtti
0x1f2708	rtti
0x1f2718	rtti
0x1f2720	rtti
0x1f2734	rtti
0x1f2738	rtti
0x1f2750	rtti
0x1f2758	rtti
0x1f2769	rtti
0x1f2770	rtti
0x1f2780	rtti
0x1f2788	rtti
0x1f279c	rtti
0x1f27a0	rtti
0x1f27b8	rtti
0x1f27c0	rtti
0x1f27d5	rtti
0x1f27e0	rtti
0x1f27f0	rtti
0x1f27f8	rtti
0x1f280c	rtti
0x1f2810	rtti
0x1f2828	rtti
0x1f2830	rtti
0x1f2841	rtti
0x1f2848	rtti
0x1f2858	rtti
0x1f2860	rtti
0x1f2874	rtti
0x1f2878	rtti
0x1f2890	rtti
0x1f2898	rtti
0x1f28a9	rtti
0x1f28b0	rtti
0x1f28c0	rtti
0x1f28c8	rtti
0x1f28dc	rtti
0x1f28e0	rtti
0x1f28f8	rtti
0x1f2900	rtti
0x1f2911	rtti
0x1f2918	rtti
0x1f2928	rtti
0x1f2930	rtti
0x1f2944	rtti
0x1f2948	rtti
0x1f2960	rtti
0x1f2968	rtti
0x1f2979	rtti
0x1f2980	rtti
0x1f2990	rtti
0x1f2998	rtti
0x1f29ac	rtti
0x1f29b0	rtti
0x1f29c8	rtti
0x1f29d0	rtti
0x1f29e1	rtti
0x1f29e8	rtti
0x1f29f8	rtti
0x1f2a00	rtti
0x1f2a14	rtti
0x1f2a18	rtti
0x1f2a30	rtti
0x1f2a38	rtti
0x1f2a49	rtti
0x1f2a50	rtti
0x1f2a60	rtti
0x1f2a68	rtti
0x1f2a7c	rtti
0x1f2a80	rtti
0x1f2a91	rtti
0x1f2a98	rtti
0x1f2aa8	rtti
0x1f2ab0	rtti
0x1f2ac4	rtti
0x1f2ac8	rtti
0x1f2ae0	rtti
0x1f2ae8	rtti
0x1f2af9	rtti
0x1f2b00	rtti
0x1f2b10	rtti
0x1f2b18	rtti
0x1f2b2c	rtti
0x1f2b30	rtti
0x1f2b48	rtti
0x1f2b50	rtti
0x1f2b61	rtti
0x1f2b68	rtti
0x1f2b78	rtti
0x1f2b80	rtti
0x1f2b94	rtti
0x1f2b98	rtti
0x1f2bb0	rtti
0x1f2bb8	rtti
0x1f2bc9	rtti
0x1f2bd0	rtti
0x1f2be0	rtti
0x1f2be8	rtti
0x1f2bfc	rtti
0x1f2c00	rtti
0x1f2c18	rtti
0x1f2c20	rtti
0x1f2c35	rtti
0x1f2c40	rtti
0x1f2c50	rtti
0x1f2c58	rtti
0x1f2c6c	rtti
0x1f2c70	rtti
0x1f2c88	rtti
0x1f2c90	rtti
0x1f2ca1	rtti
0x1f2ca8	rtti
0x1f2cb8	rtti
0x1f2cc0	rtti
0x1f2cd4	rtti
0x1f2cd8	rtti
0x1f2cf0	rtti
0x1f2cf8	rtti
0x1f2d11	rtti
0x1f2d18	rtti
0x1f2d28	rtti
0x1f2d30	rtti
0x1f2d44	rtti
0x1f2d48	rtti
0x1f2d60	rtti
0x1f2d68	rtti
0x1f2d79	rtti
0x1f2d80	rtti
0x1f2d90	rtti
0x1f2d98	rtti
0x1f2dac	rtti
0x1f2db0	rtti
0x1f2dc8	rtti
0x1f2dd0	rtti
0x1f2de1	rtti
0x1f2de8	rtti
0x1f2df8	rtti
0x1f2e00	rtti
0x1f2e14	rtti
0x1f2e18	rtti
0x1f2e30	rtti
0x1f2e38	rtti
0x1f2e49	rtti
0x1f2e50	rtti
0x1f2e60	rtti
0x1f2e68	rtti
0x1f2e7c	rtti
0x1f2e80	rtti
0x1f2e98	rtti
0x1f2ea0	rtti
0x1f2eb1	rtti
0x1f2eb8	rtti
0x1f2ec8	rtti
0x1f2ed0	rtti
0x1f2ee4	rtti
